CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
CollPoll,FinTech,Seed,3000000.0,Bangalore,World-class Enterprise System for Education.,2018,,,
Zyla Health,FinTech,Seed,3000000.0,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,,,
Hubhopper,FinTech,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,,,
Rubix108 Technologies,FinTech,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,,,
Workflexi,FinTech,Seed,146000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,,,
Streak,FinTech,Seed,328500.0,Bangalore,Algorithmic trading platform.,2018,,,
Kuants,FinTech,Seed,73000.0,Gurgaon,Algorithmic trading platform.,2018,,,
NiYO Solutions,FinTech,Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,,,
Hippo Video,FinTech,Seed,3000000.0,Chennai,A video recording and sharing software.,2018,,,
Satvacart,FinTech,Seed,3000000.0,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,,,
Daaki,FinTech,Angel,3000000.0,Bangalore,Sports Nutrition startup,2018,,,
Simulanis,FinTech,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,,,
MY CHIRAAG CAB,FinTech,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,,,
WOTU,FinTech,Seed,3000000.0,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,,,
Flathalt,FinTech,Angel,50000.0,Gurgaon,FInd your Customized Home here.,2018,,,
True Elements,FinTech,Seed,730000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,,,
Trendlyne Technologies,FinTech,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,,,
Planys Technologies,FinTech,Series A,2046920.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,,,
HealthPlix,FinTech,Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,,,
dishq,FinTech,Seed,400000.0,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,,,
Entropik Technology,FinTech,Seed,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,,,
myHQ,FinTech,Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,,,
Trell,FinTech,Seed,1250000.0,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,,,
Kidovators (by GyanLab),FinTech,Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,,,
Log 9 Materials,FinTech,Seed,438000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,,,
VTION,FinTech,Seed,280320.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,,,
HousingMan.com,FinTech,Seed,1503800.0,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,,,
Steradian Semiconductors,FinTech,Seed,3000000.0,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,,,
RupeeCircle,FinTech,Seed,584000.0,Mumbai,RupeeCircle is a new age finance company.,2018,,,
Wooden Street,FinTech,Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,,,
The Ken,FinTech,Series A,1500000.0,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018,,,
SaffronStays,FinTech,Seed,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,,,
Vebbler,FinTech,Seed,3000000.0,Bengaluru,A personal network for close people,2018,,,
Foyr,FinTech,Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018,,,
MEngage,FinTech,Seed,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,,,
Inner Being Wellness,FinTech,Angel,511000.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,,,
Kobster,FinTech,Seed,3000000.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,,,
Wishberry,FinTech,Series A,1460000.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,,,
McXtra,FinTech,Seed,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018,,,
Magic Crate,FinTech,Seed,3000000.0,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,,,
SmartVizX,FinTech,Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018,,,
MySEODoc,FinTech,Seed,3000000.0,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,,,
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,FinTech,Seed,2920.0,Pune,Digital Marketing Agency,2018,,,
Scale Labs,FinTech,Seed,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,,,
HungerBox,FinTech,Series A,4500000.0,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,,,
Biryani By Kilo,FinTech,Seed,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,,,
Wholesome Habits (EAT Anytime),FinTech,Seed,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,,,
GoBumpr,FinTech,Seed,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018,,,
Fixpocket,FinTech,Seed,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018,,,
edureka!,FinTech,Series A,2000000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,,,
Hashtag Loyalty Private Limited,FinTech,Seed,3000000.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,,,
Wow Express,FinTech,Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,,,
ZunRoof,FinTech,Angel,242360.0,Gurgaon,ZunRoof is a rooftop focused solar startup.,2018,,,
Eggoz,FinTech,Angel,175200.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,,,
Sqrrl Fintech,FinTech,Seed,1000000.0,Gurgaon,Personal Finance,2018,,,
GalaxyCard,FinTech,Seed,3000000.0,Noida,GalaxyCard is a mobile based Instant credit card.,2018,,,
IndiQube,FinTech,Series A,15000000.0,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,,,
EGK Foods,FinTech,Seed,292000.0,Mumbai,A food processing enterprise registered with StartUp India .,2018,,,
NirogStreet,FinTech,Seed,300000.0,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,,,
Pixr8,FinTech,Seed,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,,,
Nivesh.com,FinTech,Seed,438000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,,,
Theranosis Life Sciences,FinTech,Seed,3000000.0,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,,,
Poshmiles Online Solutions Private Limited,FinTech,Seed,3000000.0,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,,,
Reculta,FinTech,Seed,3000000.0,Noida,A campus recruitment solution provider.,2018,,,
Orbo.ai,FinTech,Seed,3000000.0,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,,,
Inntot Technologies,FinTech,Seed,3000000.0,Kochi,"Inntot Technologies, is a technology driven company.",2018,,,
Zoctr Health,FinTech,Seed,3000000.0,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,,,
Hey Deedee,FinTech,Seed,481800.0,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,,,
DigiConnectt Technologys,FinTech,Seed,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,,,
Locus.sh,FinTech,Series A,4000000.0,Bangalore,Locus is an intelligent logistics automation platform.,2018,,,
Sports Flashes Pvt. Ltd,FinTech,Seed,1000000.0,New Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,,,
Inc42,FinTech,Seed,3000000.0,New Delhi,Inc42 is one of the leading tech media publications of India.,2018,,,
Picxy,FinTech,Seed,130000.0,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,,,
Huddle,FinTech,Seed,300000.0,Haryana,A coworking incubator Company.,2018,,,
Benepik,FinTech,Seed,3000000.0,Gurgaon,HR Technology start-up.,2018,,,
Cash Suvidha,FinTech,Seed,1000000.0,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,,,
Smartcoin,FinTech,Seed,2000000.0,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,,,
Carmel Organics,FinTech,Series A,3000000.0,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,,,
Roadcast,FinTech,Angel,250000.0,New Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,,,
Printline Media(ThePrint),FinTech,Seed,509540.0,New Delhi,A digital news platform.,2018,,,
Creditas Solutions,FinTech,Seed,3000000.0,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,,,
UrbanPiper,FinTech,Seed,3000000.0,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,,,
Doxper,FinTech,Seed,1051200.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,,,
i2ifunding,FinTech,Angel,730000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,,,
ShakeDeal,FinTech,Seed,3000000.0,Bangalore,Home of B2B Commerce,2018,,,
HelloVerify,FinTech,Seed,3000000.0,Noida,HelloVerify is an online background check platform.,2018,,,
Fasal,FinTech,Seed,120000.0,Bengaluru,Climate Smart Precision Agriculture Platform,2018,,,
CoinGeto,FinTech,Seed,1752000.0,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,,,
Avail Finance,FinTech,Series A,17200000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,,,
Tripeur,FinTech,Seed,600000.0,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,,,
Wedeterna,FinTech,Angel,3000000.0,Bangalore,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,,,
Stumagz,FinTech,Seed,3000000.0,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,,,
Doubtnut,FinTech,Seed,511000.0,Gurgaon,Gurgaon based E-learning platform.,2018,,,
MCaffeine,FinTech,Seed,467200.0,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,,,
TrustCheckr,FinTech,Angel,100000.0,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,,,
HealthAssure,FinTech,Seed,1000000.0,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,,,
Picture TIme,FinTech,Seed,3650000.0,New Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,,,
1Crowd,FinTech,Angel,3500000.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,,,
Aarav Unmanned Systems,FinTech,Seed,3000000.0,Bangalore,Professional Drones for Enterprise Applications,2018,,,
Wellthy Therapeutics Pvt Ltd,FinTech,Seed,1971000.0,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,,,
Nua,FinTech,Seed,3000000.0,Mumbai,Nua is an e-commerce and feminine care brand platform focused on creating women care products.,2018,,,
Kuvera.in,FinTech,Angel,250000.0,Bangalore,An online platform for mutual fund investments.,2018,,,
Livehealth,FinTech,Seed,1100000.0,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,,,
Gramophone,FinTech,Seed,1000000.0,Indore,An agricultural inputs startup Company.,2018,,,
Ora,FinTech,Seed,3000000.0,Kolkata,Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,2018,,,
Buddy4Study.com,FinTech,Series A,3000000.0,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,,,
Predible Health,FinTech,Seed,3000000.0,Bangalore,Healthcare devices for cancer detection,2018,,,
Syncremedies Healthcare Pvt Ltd,FinTech,Seed,3000000.0,Bangalore,"Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",2018,,,
Blueleaf Cyberspace Systems,FinTech,Seed,3000000.0,Bangalore,Bluleaf Cyberspace is Cloud Based Software Company.,2018,,,
Toffee,FinTech,Seed,1500000.0,Gurgaon,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",2018,,,
ORO Wealth,FinTech,Series A,1600000.0,Mumbai,Online wealth management platform,2018,,,
HealWell24,FinTech,Seed,200000.0,Mumbai,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",2018,,,
Acko General Insurance,FinTech,Series A,12000000.0,Mumbai,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,2018,,,
arzooo.com,FinTech,Seed,219000.0,Bangalore,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,2018,,,
